"","seqnames","start","end","width","strand","Conc","Conc_F","Conc_M","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","Symbol.ENTREZID","Symbol.SYMBOL"
"71484","chr8",104872926,104873326,401,"*", 4.814718, 5.343907, 3.970163, 0.8130702,9.007729e-04,0.047373633,"Distal Intergenic", 8,104897074,104944905, 47832,1,"65115","ENSMUST00000164076.3", -23748,65115,Bean1
"47909","chr3", 88603421, 88603821,401,"*", 4.995587, 5.435895, 4.358715, 0.7731883,9.008378e-04,0.047373633,"Promoter (2-3kb)", 3, 88601238, 88601364,   127,1,"115489824","ENSMUST00020181915.1",   2183,115489824,Gm25820
"61154","chr6", 70857532, 70857932,401,"*", 5.045493, 5.476809, 4.427411, 0.7578376,9.008438e-04,0.047373633,"Promoter (1-2kb)", 6, 70855545, 70870420, 14876,1,"13666","ENSMUST00000159401.2",   1987,13666,Eif2ak3
"22134","chr14", 10648504, 10648904,401,"*", 4.801545, 5.272283, 4.098283, 0.7829888,9.012261e-04,0.047373633,"Intron (ENSMUST00000248537.1/19270, intron 2 of 29)",14, 10505632, 10916192,410561,2,"19270","ENSMUST00000248718.1", 267288,19270,Ptprg
"1345","chr1", 64699244, 64699644,401,"*", 4.273369, 4.847680, 3.304858, 0.8238594,9.013715e-04,0.047373633,"Distal Intergenic", 1, 64689094, 64691915,  2822,1,"102640020","ENSMUST00000189284.2",  10150,102640020,Gm29152
"14250","chr11",103303280,103303680,401,"*", 6.099288, 6.479632, 5.581305, 0.7175950,9.016996e-04,0.047373633,"Promoter (<=1kb)",11,103303614,103312868,  9255,1,"105243492","ENSMUST00000245584.1",      0,105243492,Gm39397
"66196","chr7", 83418661, 83419061,401,"*", 4.762498, 5.254572, 4.009903, 0.8200354,9.028848e-04,0.047404170,"Distal Intergenic", 7, 83424827, 83433220,  8394,2,"75556","ENSMUST00000208785.2",  14159,75556,Cfap161
"31111","chr17",  5057353,  5057753,401,"*", 5.178092, 5.615134, 4.548089, 0.7732861,9.050033e-04,0.047425175,"Intron (ENSMUST00000124362.2/239985, intron 1 of 2)",17,  5046704,  5148461,101758,1,"239985","ENSMUST00000156775.2",  10649,239985,Arid1b
"56755","chr5", 88822718, 88823118,401,"*", 4.862206, 5.332945, 4.158940, 0.8110518,9.062078e-04,0.047425175,"Promoter (<=1kb)", 5, 88819066, 88823051,  3986,2,"231413","ENSMUST00000133532.8",      0,231413,Grsf1
"76327","chr9",102503427,102503827,401,"*", 6.679978, 7.060562, 6.161550, 0.7674652,9.077355e-04,0.047425175,"Promoter (<=1kb)", 9,102461787,102503733, 41947,2,"28135","ENSMUST00000162655.9",      0,28135,Cep63
"63052","chr6",121147780,121148180,401,"*", 4.814286, 5.290958, 4.097544, 0.8134979,9.083528e-04,0.047425175,"Distal Intergenic", 6,121160626,121173144, 12519,1,"74043","ENSMUST00000118234.8", -12446,74043,Pex26
"49079","chr3",116489495,116489895,401,"*", 4.415133, 4.982732, 3.466004, 0.8187873,9.084184e-04,0.047425175,"Intron (ENSMUST00000029569.9/229782, intron 1 of 7)", 3,116435551,116474909, 39359,2,"15247","ENSMUST00000140672.3", -14586,15247,Mfsd14a
"28338","chr15",103167077,103167477,401,"*", 5.292419, 5.725151, 4.671402, 0.7699141,9.085495e-04,0.047425175,"Promoter (<=1kb)",15,103157776,103166830,  9055,2,"18022","ENSMUST00000132438.2",   -247,18022,Nfe2
"71365","chr8", 95276494, 95276894,401,"*", 5.625571, 6.028293, 5.064927, 0.7905941,9.086447e-04,0.047425175,"Intron (ENSMUST00000048653.10/234577, intron 2 of 15)", 8, 95282142, 95290684,  8543,1,"234577","ENSMUST00000212550.2",  -5248,234577,Cpne2
"8615","chr10",117956877,117957277,401,"*", 5.697303, 6.090651, 5.154765, 0.7459274,9.090022e-04,0.047425175,"Intron (ENSMUST00000218667.2/ENSMUST00000218667.2, intron 1 of 1)",10,117977716,117982665,  4950,1,"17245","ENSMUST00000219827.2", -20439,17245,Mdm1
"39422","chr19", 41252397, 41252797,401,"*", 6.296779, 6.648426, 5.830806, 0.8131209,9.092655e-04,0.047425175,"Promoter (<=1kb)",19, 41199283, 41252436, 53154,2,"107358","ENSMUST00000025989.10",      0,107358,Tm9sf3
"41947","chr2", 48717676, 48718076,401,"*", 4.819670, 5.276864, 4.146508, 0.7763970,9.093269e-04,0.047425175,"Intron (ENSMUST00000063886.4/11480, intron 1 of 10)", 2, 48704121, 48793281, 89161,1,"11480","ENSMUST00000063886.4",  13555,11480,Acvr2a
"17322","chr12", 75610561, 75610961,401,"*", 5.112992, 5.559171, 4.463653, 0.7928285,9.110373e-04,0.047459946,"Intron (ENSMUST00000021447.9/26932, intron 2 of 13)",12, 75540266, 75596448, 56183,2,"26932","ENSMUST00000218716.2", -14113,26932,Ppp2r5e
"48864","chr3",107757364,107757764,401,"*", 5.575814, 5.990162, 4.992230, 0.7797061,9.121012e-04,0.047459946,"Distal Intergenic", 3,107727537,107740855, 13319,2,"118568636","ENSMUST00000198171.2", -16509,118568636,LOC118568636
"61295","chr6", 72496875, 72497275,401,"*", 5.451430, 5.870803, 4.857757, 0.7461518,9.121932e-04,0.047459946,"Promoter (<=1kb)", 6, 72490627, 72497019,  6393,2,"71130","ENSMUST00000160123.9",      0,71130,Sh2d6
"40338","chr2",  4439591,  4439991,401,"*", 5.469644, 5.873825, 4.906152, 0.7638512,9.125932e-04,0.047459946,"Intron (ENSMUST00000177457.8/209630, intron 3 of 24)", 2,  4406282,  4542546,136265,1,"209630","ENSMUST00000115039.8",  33309,209630,Frmd4a
"18715","chr12",111760344,111760744,401,"*", 4.709520, 5.198501, 3.964227, 0.8016190,9.135586e-04,0.047459946,"Promoter (<=1kb)",12,111761614,111768226,  6613,1,"16593","ENSMUST00000238980.2",   -870,16593,Klc1
"67548","chr7",113666171,113666571,401,"*", 4.791306, 5.261568, 4.089117, 0.7880070,9.143100e-04,0.047459946,"Intron (ENSMUST00000069449.7/66922, intron 1 of 5)", 7,113646020,113716999, 70980,2,"66922","ENSMUST00000210075.2",  50428,66922,Rras2
"11418","chr11", 68607966, 68608366,401,"*", 4.944476, 5.394629, 4.286609, 0.7643756,9.150588e-04,0.047459946,"Intron (ENSMUST00000102611.10/77579, intron 2 of 40)",11, 68583142, 68707450,124309,1,"77579","ENSMUST00000092984.6",  24824,77579,Myh10
"34213","chr17", 81887550, 81887950,401,"*", 5.384148, 5.786443, 4.824337, 0.7582245,9.160821e-04,0.047459946,"Intron (ENSMUST00000234131.2/20541, intron 1 of 7)",17, 81696120, 81957036,260917,2,"20541","ENSMUST00000086538.10",  69086,20541,Slc8a1
"21766","chr13",112329257,112329657,401,"*", 5.008087, 5.441787, 4.385061, 0.7874596,9.161743e-04,0.047459946,"Distal Intergenic",13,112424985,112481175, 56191,1,"77318","ENSMUST00000056047.14", -95328,77318,Ankrd55
"1045","chr1", 59926228, 59926628,401,"*", 5.906120, 6.290345, 5.380877, 0.7684627,9.171638e-04,0.047459946,"Exon (ENSMUST00000193096.2/ENSMUST00000193096.2, exon 1 of 1)", 1, 59952165, 60024505, 72341,1,"72750","ENSMUST00000036540.12", -25537,72750,Fam117b
"30113","chr16", 45078702, 45079102,401,"*", 4.441968, 4.933681, 3.690228, 0.8165443,9.177461e-04,0.047459946,"Distal Intergenic",16, 45044700, 45071621, 26922,1,"208154","ENSMUST00000063654.6",  34002,208154,Btla
"27155","chr15", 80739327, 80739727,401,"*", 5.004456, 5.464465, 4.325113, 0.7684912,9.179649e-04,0.047459946,"Intron (ENSMUST00000067689.9/213988, intron 4 of 24)",15, 80764899, 80814209, 49311,1,"213988","ENSMUST00000228124.2", -25172,213988,Tnrc6b
"28857","chr16", 17277955, 17278355,401,"*", 4.776967, 5.248288, 4.072388, 0.7762134,9.188268e-04,0.047459946,"Intron (ENSMUST00000006293.5/12929, intron 1 of 2)",16, 17270340, 17301991, 31652,1,"12929","ENSMUST00000231629.2",   7615,12929,Crkl
"15774","chr12",  8377510,  8377910,401,"*", 5.947069, 6.331942, 5.420607, 0.7269012,9.192750e-04,0.047459946,"Intron (ENSMUST00000020927.10/58240, intron 4 of 6)",12,  8385460,  8386717,  1258,2,"118568000","ENSMUST00000217669.2",   8807,118568000,Gm48071
"64496","chr7", 23953873, 23954273,401,"*", 4.972938, 5.474671, 4.197195, 0.7830535,9.203504e-04,0.047459946,"Promoter (<=1kb)", 7, 23954219, 23961800,  7582,1,"54678","ENSMUST00000206777.2",      0,54678,Zfp108
"47002","chr3", 38514864, 38515264,401,"*", 4.268266, 4.815507, 3.375850, 0.8155014,9.205957e-04,0.047459946,"Intron (ENSMUST00000120875.8/99696, intron 3 of 3)", 3, 38506228, 38509706,  3479,2,"99696","ENSMUST00000094300.4",  -5158,99696,Ankrd50
"65286","chr7", 63529133, 63529533,401,"*", 4.985096, 5.442652, 4.311142, 0.7830604,9.209690e-04,0.047459946,"Distal Intergenic", 7, 63546204, 63549973,  3770,1,"102634962","ENSMUST00000246492.1", -16671,102634962,Gm27252
"27356","chr15", 83402438, 83402838,401,"*", 5.333897, 5.730120, 4.785843, 0.7519969,9.210592e-04,0.047459946,"Distal Intergenic",15, 83367970, 83395094, 27125,2,"319953","ENSMUST00000016897.12",  -7344,319953,Ttll1
"50767","chr4", 49631823, 49632223,401,"*", 6.204060, 6.595466, 5.665230, 0.6916242,9.214819e-04,0.047459946,"Promoter (<=1kb)", 4, 49632006, 49638702,  6697,1,"109331","ENSMUST00000140341.8",      0,109331,Rnf20
"50141","chr4",  9612829,  9613229,401,"*", 4.512847, 5.020105, 3.723619, 0.8046324,9.243144e-04,0.047556395,"Intron (ENSMUST00000078139.13/65973, intron 3 of 23)", 4,  9574872,  9595689, 20818,2,"65973","ENSMUST00000124408.2", -17140,65973,Asph
"16695","chr12", 52879070, 52879470,401,"*", 5.300101, 5.736641, 4.671148, 0.7898096,9.260249e-04,0.047556395,"Intron (ENSMUST00000095737.5/238161, intron 2 of 13)",12, 52842619, 53195546,352928,1,"238161","ENSMUST00000219786.2",  36451,238161,Akap6
"64198","chr7", 16290876, 16291276,401,"*", 4.968209, 5.419485, 4.307921, 0.7582711,9.262263e-04,0.047556395,"Intron (ENSMUST00000075845.11/232906, intron 2 of 6)", 7, 16347749, 16366469, 18721,1,"102634559","ENSMUST00000190297.7", -56473,102634559,Gm29443
"19693","chr13", 38177894, 38178294,401,"*", 5.777564, 6.194463, 5.188872, 0.7215365,9.267757e-04,0.047556395,"Promoter (<=1kb)",13, 38150581, 38178133, 27553,2,"107513","ENSMUST00000225246.2",      0,107513,Ssr1
"69951","chr8", 47234638, 47235038,401,"*", 5.004174, 5.454053, 4.346899, 0.7658755,9.273920e-04,0.047556395,"Intron (ENSMUST00000034041.9/16363, intron 1 of 8)", 8, 47223588, 47224020,   433,2,"102633317","ENSMUST00000210068.2", -10618,102633317,Gm31172
"1404","chr1", 72632461, 72632861,401,"*", 5.807824, 6.249796, 5.167435, 0.7965010,9.278621e-04,0.047556395,"Intron (ENSMUST00000133123.8/54380, intron 5 of 5)", 1, 72624797, 72666075, 41279,1,"54380","ENSMUST00000150725.8",   7664,54380,Smarcal1
"9261","chr11",  5714154,  5714554,401,"*", 4.618960, 5.092478, 3.909406, 0.8111171,9.280731e-04,0.047556395,"Promoter (1-2kb)",11,  5664987,  5712376, 47390,2,"72046","ENSMUST00000118076.8",  -1778,72046,Urgcp
"20850","chr13", 67416949, 67417349,401,"*", 4.987200, 5.435296, 4.333758, 0.7694582,9.287611e-04,0.047556395,"Promoter (<=1kb)",13, 67402982, 67417132, 14151,2,"238690","ENSMUST00000045969.8",      0,238690,Zfp458
"78270","chrX",150591378,150591778,401,"*", 4.178098, 4.741309, 3.241453, 0.8219541,9.288074e-04,0.047556395,"Intron (ENSMUST00000153687.8/59026, intron 2 of 24)",20,150586658,150655194, 68537,1,"59026","ENSMUST00000150020.2",   4720,59026,Huwe1
"74236","chr9", 45958432, 45958832,401,"*", 4.693023, 5.171419, 3.972330, 0.8128552,9.307525e-04,0.047598939,"Intron (ENSMUST00000126865.8/70661, intron 1 of 24)", 9, 45924298, 46132532,208235,1,"70661","ENSMUST00000120247.8",  34134,70661,Sik3
"62555","chr6",115212919,115213319,401,"*", 5.380299, 5.827130, 4.729565, 0.7650349,9.315975e-04,0.047598939,"Promoter (2-3kb)", 6,115215955,115253520, 37566,1,"20965","ENSMUST00000204617.3",  -2636,20965,Syn2
"76955","chr9",114626675,114627075,401,"*", 5.006267, 5.480745, 4.294529, 0.7894556,9.318250e-04,0.047598939,"Intron (ENSMUST00000047013.4/70031, intron 1 of 3)", 9,114590467,114610924, 20458,2,"102545","ENSMUST00000214604.2", -15751,102545,Cmtm7
"73459","chr9", 22704770, 22705170,401,"*", 4.891952, 5.392943, 4.118001, 0.8098227,9.321892e-04,0.047598939,"3' UTR", 9, 22590046, 22799570,209525,1,"319845","ENSMUST00000124076.2", 114724,319845,Bbs9
"76831","chr9",110498651,110499051,401,"*", 4.897923, 5.375696, 4.178661, 0.7887189,9.326704e-04,0.047598939,"Promoter (2-3kb)", 9,110495993,110540353, 44361,1,"72654","ENSMUST00000195979.2",   2658,72654,Ccdc12
"6785","chr10", 70019251, 70019651,401,"*", 5.957569, 6.328145, 5.457619, 0.7147308,9.343440e-04,0.047611942,"Intron (ENSMUST00000147545.8/76551, intron 7 of 8)",10, 70010877, 70024017, 13141,1,"76551","ENSMUST00000135607.2",   8374,76551,Ccdc6
"72149","chr8",118114880,118115280,401,"*", 4.770914, 5.236553, 4.079092, 0.7871451,9.352703e-04,0.047611942,"Intron (ENSMUST00000166750.9/74440, intron 3 of 20)", 8,118150155,118186162, 36008,1,"74440","ENSMUST00000212884.2", -34875,74440,Cmip
"17330","chr12", 75626176, 75626576,401,"*", 5.285219, 5.686166, 4.728031, 0.7936731,9.353224e-04,0.047611942,"Intron (ENSMUST00000021447.9/26932, intron 2 of 13)",12, 75497655, 75642974,145320,2,"26932","ENSMUST00000021447.9",  16398,26932,Ppp2r5e
"66074","chr7", 80582471, 80582871,401,"*", 4.935795, 5.377412, 4.296158, 0.7622285,9.353516e-04,0.047611942,"Intron (ENSMUST00000147813.8/56529, intron 1 of 3)", 7, 80565125, 80575398, 10274,2,"56529","ENSMUST00000150049.8",  -7073,56529,Sec11a
"63495","chr6",134806899,134807299,401,"*", 6.527221, 6.904859, 6.014268, 0.7305978,9.369797e-04,0.047663910,"Promoter (<=1kb)", 6,134807117,134835894, 28778,1,"232430","ENSMUST00000046303.12",      0,232430,Crebl2
"420","chr1", 37929060, 37929460,401,"*", 5.856282, 6.234344, 5.342544, 0.7520906,9.382703e-04,0.047671841,"Promoter (<=1kb)", 1, 37921010, 37929357,  8348,2,"69028","ENSMUST00000138806.2",      0,69028,Mitd1
"62785","chr6",117587399,117587799,401,"*", 5.260149, 5.655487, 4.713797, 0.7900038,9.387841e-04,0.047671841,"Intron (ENSMUST00000205216.3/ENSMUST00000205216.3, intron 1 of 1)", 6,117536658,117549290, 12633,1,"330403","ENSMUST00000162741.8",  50741,330403,Gm9946
"43583","chr2",116967943,116968343,401,"*", 5.077758, 5.496093, 4.486178, 0.7681116,9.392496e-04,0.047671841,"Intron (ENSMUST00000028829.13/114715, intron 1 of 6)", 2,116952119,117003335, 51217,1,"114715","ENSMUST00000110901.2",  15824,114715,Spred1
"22497","chr14", 24536811, 24537211,401,"*", 4.707339, 5.199547, 3.954426, 0.8110688,9.395650e-04,0.047671841,"Promoter (<=1kb)",14, 24537193, 24543561,  6369,1,"20088","ENSMUST00000223931.2",      0,20088,Rps24
"52100","chr4",115696136,115696536,401,"*", 5.789466, 6.184412, 5.243865, 0.7909407,9.414507e-04,0.047688430,"Promoter (<=1kb)", 4,115696395,115736447, 40053,1,"17346","ENSMUST00000019677.12",      0,17346,Mknk1
"20491","chr13", 52972857, 52973257,401,"*", 5.045223, 5.466479, 4.447743, 0.8203121,9.417215e-04,0.047688430,"Distal Intergenic",13, 52883958, 52911241, 27284,2,"105404","ENSMUST00000223209.2", -61616,105404,BB123696
"51365","chr4", 86804417, 86804817,401,"*", 6.204100, 6.561572, 5.727805, 0.7837536,9.422401e-04,0.047688430,"Exon (ENSMUST00000045224.14/230379, exon 2 of 6)", 4, 86792651, 86850728, 58078,1,"230379","ENSMUST00000128712.2",  11766,230379,Acer2
"64983","chr7", 42932567, 42932967,401,"*", 5.423363, 5.798578, 4.914891, 0.8109432,9.423222e-04,0.047688430,"Distal Intergenic", 7, 42945947, 42960910, 14964,2,"69930","ENSMUST00000048015.14",  27943,69930,Zfp715
"18444","chr12",104790998,104791398,401,"*", 4.745637, 5.211610, 4.053069, 0.7763948,9.450233e-04,0.047789963,"Intron (ENSMUST00000109936.3/94040, intron 1 of 12)",12,104751751,104826001, 74251,2,"94040","ENSMUST00000222412.2",  34603,94040,Clmn
"3806","chr1",165455005,165455405,401,"*", 4.559222, 5.073367, 3.752935, 0.8198768,9.455462e-04,0.047789963,"Intron (ENSMUST00000068705.13/68481, intron 1 of 4)", 1,165436007,165461655, 25649,2,"68481","ENSMUST00000193172.2",   6250,68481,Mpzl1
"10590","chr11", 53401284, 53401684,401,"*", 4.861065, 5.307098, 4.212037, 0.7963416,9.462554e-04,0.047795033,"Distal Intergenic",11, 53410084, 53425443, 15360,1,"20362","ENSMUST00000142800.2",  -8400,20362,Septin8
"12639","chr11", 82799287, 82799687,401,"*", 4.712403, 5.176020, 4.025081, 0.7953150,9.474923e-04,0.047795082,"Promoter (<=1kb)",11, 82791594, 82799237,  7644,2,"217011","ENSMUST00000103213.10",    -50,217011,Nle1
"26577","chr15", 74592837, 74593237,401,"*", 5.538278, 5.925255, 5.007852, 0.7357918,9.489486e-04,0.047795082,"Promoter (<=1kb)",15, 74593053, 74596488,  3436,1,"223626","ENSMUST00000070923.3",      0,223626,Them6
"51185","chr4", 65522791, 65523191,401,"*", 4.748291, 5.262386, 3.942128, 0.7926227,9.492356e-04,0.047795082,"Promoter (<=1kb)", 4, 65523223, 65534475, 11253,1,"69807","ENSMUST00000050850.14",    -32,69807,Trim32
"4002","chr1",171032052,171032452,401,"*", 4.567952, 5.039275, 3.863369, 0.8160177,9.494221e-04,0.047795082,"Distal Intergenic", 1,171000831,171023837, 23007,2,"66425","ENSMUST00000111332.2",  -8215,66425,Pcp4l1
"67928","chr7",126527755,126528155,401,"*", 5.494771, 5.909559, 4.910307, 0.7556562,9.496818e-04,0.047795082,"Promoter (<=1kb)", 7,126528051,126544803, 16753,1,"233877","ENSMUST00000032924.6",      0,233877,Kctd13
"29305","chr16", 30646199, 30646599,401,"*", 6.143694, 6.550729, 5.574606, 0.7792990,9.499099e-04,0.047795082,"Distal Intergenic",16, 30632980, 30633086,   107,1,"115488723","ENSMUST00001239515.1",  13219,115488723,Gm26295
"64401","chr7", 19192764, 19193164,401,"*", 5.182421, 5.606188, 4.579839, 0.7758080,9.511590e-04,0.047809413,"Promoter (<=1kb)", 7, 19158700, 19192746, 34047,2,"232944","ENSMUST00000239292.2",    -18,232944,Mark4
"72050","chr8",112439399,112439799,401,"*", 4.709683, 5.158220, 4.055292, 0.8112325,9.516373e-04,0.047809413,"Intron (ENSMUST00000166232.4/12927, intron 5 of 6)", 8,112446024,112458737, 12714,2,"12927","ENSMUST00000212147.2",  18938,12927,Bcar1
"49064","chr3",116388212,116388612,401,"*", 6.078731, 6.451595, 5.574587, 0.7438802,9.523859e-04,0.047809413,"Promoter (<=1kb)", 3,116374743,116388485, 13743,2,"229780","ENSMUST00000184963.8",      0,229780,Trmt13
"29690","chr16", 34722712, 34723112,401,"*", 4.892213, 5.381633, 4.145886, 0.7750271,9.526311e-04,0.047809413,"Promoter (2-3kb)",16, 34720625, 34807211, 86587,1,"107589","ENSMUST00000232482.2",   2087,107589,Mylk
"65520","chr7", 67610201, 67610601,401,"*", 4.874458, 5.313171, 4.240947, 0.7764750,9.560723e-04,0.047915764,"Intron (ENSMUST00000005671.10/16001, intron 1 of 20)", 7, 67602575, 67883416,280842,1,"16001","ENSMUST00000005671.10",   7626,16001,Igf1r
"9785","chr11", 30076663, 30077063,401,"*", 5.591673, 5.991322, 5.037003, 0.7362210,9.561492e-04,0.047915764,"Intron (ENSMUST00000006629.14/20742, intron 18 of 35)",11, 30059871, 30061359,  1489,2,"20742","ENSMUST00000127209.2", -15304,20742,Sptbn1
"28683","chr16", 12978444, 12978844,401,"*", 5.313931, 5.731492, 4.723909, 0.7799276,9.568747e-04,0.047915764,"Distal Intergenic",16, 12950255, 12962355, 12101,1,"50505","ENSMUST00000156393.2",  28189,50505,Ercc4
"36953","chr18", 65645221, 65645621,401,"*", 4.460077, 4.974643, 3.652740, 0.8035775,9.575259e-04,0.047915764,"Distal Intergenic",18, 65659224, 65664872,  5649,2,"102631761","ENSMUST00000236404.2",  19251,102631761,Gm30018
"8188","chr10", 98807892, 98808292,401,"*", 5.210592, 5.628970, 4.618923, 0.7725769,9.578025e-04,0.047915764,"Intron (ENSMUST00000219557.2/67972, intron 2 of 3)",10, 98837304, 98847332, 10029,1,"67972","ENSMUST00000219090.2", -29012,67972,Atp2b1
"55238","chr5", 25113700, 25114100,401,"*", 5.688323, 6.118316, 5.072976, 0.7908216,9.591907e-04,0.047930707,"Promoter (<=1kb)", 5, 25094159, 25113975, 19817,2,"108099","ENSMUST00000123749.2",      0,108099,Prkag2
"67023","chr7",105230487,105230887,401,"*", 5.150577, 5.594372, 4.506321, 0.7887092,9.595101e-04,0.047930707,"Promoter (<=1kb)", 7,105207690,105230860, 23171,2,"11785","ENSMUST00000191011.7",      0,11785,Apbb1
"62949","chr6",119924118,119924518,401,"*", 4.554548, 5.053280, 3.786053, 0.8096329,9.599331e-04,0.047930707,"Promoter (<=1kb)", 6,119914576,119925066, 10491,2,"232341","ENSMUST00000161802.2",    548,232341,Wnk1
"54058","chr4",144827900,144828300,401,"*", 4.697682, 5.165541, 4.000894, 0.8041769,9.618349e-04,0.047937687,"Intron (ENSMUST00000036579.14/230895, intron 40 of 69)", 4,144699196,144818520,119325,2,"230895","ENSMUST00000130704.8",  -9380,230895,Vps13d
"24781","chr14",104187745,104188145,401,"*", 5.199271, 5.625062, 4.592556, 0.7750995,9.622221e-04,0.047937687,"Distal Intergenic",14,104217072,104235720, 18649,2,"73877","ENSMUST00000227414.2",  47575,73877,4930432J09Rik
"66788","chr7",100506649,100507049,401,"*", 4.498822, 5.020457, 3.673659, 0.8086897,9.624172e-04,0.047937687,"Promoter (1-2kb)", 7,100500319,100505509,  5191,2,"320100","ENSMUST00000139604.8",  -1140,320100,Relt
"22111","chr14", 10538453, 10538853,401,"*", 5.921963, 6.317795, 5.374663, 0.7341099,9.625159e-04,0.047937687,"Intron (ENSMUST00000248537.1/19270, intron 2 of 29)",14, 10347631, 10378603, 30973,2,"19270","ENSMUST00000248717.1",-159850,19270,Ptprg
"52019","chr4",109618429,109618829,401,"*", 4.864525, 5.331763, 4.169127, 0.8102654,9.634842e-04,0.047946984,"Intron (ENSMUST00000102724.5/14084, intron 7 of 18)", 4,109697982,109782575, 84594,1,"14084","ENSMUST00000155204.2", -79153,14084,Faf1
"8280","chr10", 99921210, 99921610,401,"*", 5.430151, 5.828816, 4.877387, 0.7469048,9.639242e-04,0.047946984,"Promoter (2-3kb)",10, 99923918, 99933043,  9126,1,"17311","ENSMUST00000219881.2",  -2308,17311,Kitl
"19719","chr13", 38764297, 38764697,401,"*", 5.382915, 5.780805, 4.831647, 0.7531018,9.666475e-04,0.048045867,"Distal Intergenic",13, 38738841, 38747795,  8955,1,"105245473","ENSMUST00000225387.2",  25456,105245473,Gm40922
"5312","chr10", 17896800, 17897200,401,"*", 4.017611, 4.608931, 2.998372, 0.8191238,9.673096e-04,0.048045867,"Promoter (1-2kb)",10, 17887272, 17898626, 11355,2,"73112","ENSMUST00000218994.2",   1426,73112,Abracl
"69161","chr8", 15046244, 15046644,401,"*", 4.925887, 5.406367, 4.200397, 0.7862268,9.685903e-04,0.048045867,"Promoter (<=1kb)", 8, 15046136, 15051074,  4939,1,"234094","ENSMUST00000162636.2",    108,234094,Arhgef10
"76757","chr9",109786693,109787093,401,"*", 4.667702, 5.184097, 3.855784, 0.8121863,9.696377e-04,0.048045867,"Intron (ENSMUST00000035055.15/17758, intron 1 of 18)", 9,109798085,109832357, 34273,1,"17758","ENSMUST00000197289.2", -10992,17758,Map4
"44485","chr2",135584374,135584774,401,"*", 5.554224, 5.959774, 4.988051, 0.7694599,9.698368e-04,0.048045867,"Promoter (<=1kb)", 2,135583750,135856513,272764,1,"18798","ENSMUST00000110109.8",    624,18798,Plcb4
"9937","chr11", 32404739, 32405139,401,"*", 5.267718, 5.677913, 4.692392, 0.7765070,9.705708e-04,0.048045867,"Promoter (<=1kb)",11, 32405370, 32466687, 61318,1,"327900","ENSMUST00000051053.5",   -231,327900,Ubtd2
"76335","chr9",102592783,102593183,401,"*", 5.256920, 5.706151, 4.601039, 0.7834124,9.712734e-04,0.048045867,"Promoter (<=1kb)", 9,102593871,102597920,  4050,1,"56332","ENSMUST00000145913.2",   -688,56332,Amotl2
"71191","chr8", 88687411, 88687811,401,"*", 4.712743, 5.195509, 3.981969, 0.7940974,9.720285e-04,0.048045867,"Promoter (1-2kb)", 8, 88388438, 88686223,297786,2,"94187","ENSMUST00000109655.9",  -1188,94187,Zfp423
"62595","chr6",115457507,115457907,401,"*", 5.819619, 6.210439, 5.281904, 0.7702137,9.730164e-04,0.048045867,"Intron (ENSMUST00000171644.8/19016, intron 7 of 7)", 6,115416936,115440559, 23624,1,"19016","ENSMUST00000203896.2",  40571,19016,Pparg
"45250","chr2",156120008,156120408,401,"*", 6.335613, 6.696751, 5.852761, 0.7367808,9.730466e-04,0.048045867,"Intron (ENSMUST00000037401.10/228829, intron 9 of 17)", 2,156124551,156134448,  9898,1,"228829","ENSMUST00000147234.2",  -4143,228829,Phf20
"36019","chr18", 38616572, 38616972,401,"*", 5.159463, 5.571467, 4.580548, 0.7791668,9.732316e-04,0.048045867,"Distal Intergenic",18, 38584363, 38597436, 13074,1,"65113","ENSMUST00000238135.2",  32209,65113,Ndfip1
"55956","chr5", 52826722, 52827122,401,"*", 5.186331, 5.671520, 4.449921, 0.7723964,9.732575e-04,0.048045867,"Promoter (<=1kb)", 5, 52797429, 52827050, 29622,2,"211006","ENSMUST00000031069.13",      0,211006,Sepsecs
"25617","chr15", 34215854, 34216254,401,"*", 4.688827, 5.169001, 3.964045, 0.7799343,9.763040e-04,0.048106367,"Distal Intergenic",15, 34238174, 34284448, 46275,1,"114128","ENSMUST00000022867.5", -21920,114128,Laptm4b
"35157","chr18", 12053934, 12054334,401,"*", 4.907541, 5.346368, 4.273791, 0.7841112,9.769390e-04,0.048106367,"Intron (ENSMUST00000171109.9/63955, intron 4 of 9)",18, 11977357, 12078687,101331,1,"63955","ENSMUST00000225430.2",  76577,63955,Cables1
"19986","chr13", 44509077, 44509477,401,"*", 4.961096, 5.457102, 4.199141, 0.8012073,9.772927e-04,0.048106367,"Distal Intergenic",13, 44517312, 44544593, 27282,2,"102637052","ENSMUST00000222879.2",  35116,102637052,Gm33958
"63387","chr6",134078093,134078493,401,"*", 4.850575, 5.311254, 4.169756, 0.7724061,9.778536e-04,0.048106367,"Intron (ENSMUST00000081028.13/14011, intron 1 of 7)", 6,134012932,134225247,212316,1,"14011","ENSMUST00000164648.2",  65161,14011,Etv6
"14180","chr11",102901028,102901428,401,"*", 5.038719, 5.458598, 4.444023, 0.7698756,9.778753e-04,0.048106367,"Intron (ENSMUST00000021313.9/68087, intron 1 of 4)",11,102884873,102907994, 23122,2,"68087","ENSMUST00000021313.9",   6566,68087,Dcakd
